Case Number,Time,Date,Year,Type,Country,Fatal,Injury,Area,Location,Activity,Name,Victim's Gender,Age,Species,Predicted Gender
2009.12.26,Morning,26-Dec-2009,2009.0,Provoked,AUSTRALIA,N,Lacerations to lower left leg after stepping on the shark PROVOKED INCIDENT,New South Wales,Avoca Beach,Swimming,John Sojoski,,55.0,Unknown,Male
2009.12.22,Afternoon,22-Dec-2009,2009.0,Unprovoked,MOZAMBIQUE,N,Multiple lacerations to right torso & arm. Defense wounds on hands,Maputo Province,Ponta do Ouro,Swimming,Peter Fraser,,27.0,"Zambesi shark, 2m",Male
2009.12.20.b,Morning,20-Dec-2009,2009.0,Boating,AUSTRALIA,N,"No injury to occupants, kayak bumped by shark",Queensland,Mudjimba Island,Kayaking,2 males,,24.0,Unknown,
2009.12.20.a,Morning,20-Dec-2009,2009.0,Unprovoked,AUSTRALIA,N,Lacerations to hand & forearm,Queensland,Lamont Reef,Spearfishing,John Pengelly,,18.0,"Bull shark, 3m",Male
2009.12.18,Afternoon,18-Dec-2009,2009.0,Unprovoked,SOUTH AFRICA,Y,FATAL,Eastern Cape Province,"Second Beach, Port St. Johns",Paddling on kneeboard,Tshintshekile Nduva,,22.0,Unknown,
2009.12.18,Unknown,18-Dec-2009,2009.0,Invalid,SOUTH AFRICA,Unknown,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",KwaZulu-Natal,"North Beach, Durban",Surfing,Lance Morris,,24.0,No shark involvement,Male
2009.12.16,Unknown,16-Dec-2009,2009.0,Unprovoked,NEW ZEALAND,Y,FATAL,South Island,Clark Island,Swimming to shore from capsized kayak,Maurice Bede Philips,,24.0,"White shark, 2.8 to 3 m",Male
2009.12.13,Morning,13-Dec-2009,2009.0,Unprovoked,AUSTRALIA,N,Laceration to big toe,New South Wales,Coffee Head,Surfing,Nigel Hughes,,39.0,Unknown,Male
2009.12.12,Morning,12-Dec-2009,2009.0,Boating,AUSTRALIA,N,No injury to occupants; shark bit steering oar,New South Wales,Hawks Nest Beach,Rowing,Surf boat with 5 lifesavers on board,,24.0,White shark,
2009.12.06,Afternoon,05-Dec-2009,2009.0,Provoked,USA,N,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark PROVOKED INCIDENT,New Jersey,"Adventure Aquarium, Camden",Diving,Robert Large,,58.0,"Sandtiger shark, 8'",Male
2009.11.25,Afternoon,25-Nov-2009,2009.0,Invalid,USA,Unknown,Puncture wounds to right foot,California,"Huntington Beach, Orange County",Surfing,Kenneth Hall,,49.0,Shark involvement not confirmed,Male
2009.11.24,Morning,24-Nov-2009,2009.0,Unprovoked,USA,N,Left foot bitten,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,Garrett Gollihugh,,10.0,6' shark,Male
2009.11.16.b,Afternoon,16-Nov-2009,2009.0,Unprovoked,USA,N,Puncture wounds and minor lacerations to dorsal surface of his left hand,California,"Loch Lomond, Marin County",Fishing,James White,,31.0,Thresher shark,Male
2009.11.16.a,Morning,16-Nov-2009,2009.0,Unprovoked,USA,N,Foot bitten,Florida,"Jupiter, Palm Beach County",Surfing,Steven Burdelski,,22.0,Unknown,Male
2009.11.13,Afternoon,13-Nov-2009,2009.0,Unprovoked,USA,N,Foot bitten,Florida,"Jupiter, Palm Beach County",Surfing,Melissa Hardcastle,,27.0,Unknown,Female
2009.11.11,Afternoon,11-Nov-2009,2009.0,Unprovoked,USA,N,Foot bitten,Florida,"New Smyrna Beach, Volusia County",Surfing,male,,18.0,4' shark,Male
2009.11.08,Morning,08-Nov-2009,2009.0,Unprovoked,AUSTRALIA,N,Ankle bitten,South Australia,Second Valley,Kayaking,Dean Brougham,,25.0,2 m shark,Male
2009.11.05,Unknown,05-Nov-2009,2009.0,Unprovoked,USA,N,"No injury, board broken in half",California,"Davenport, Santa Cruz County",Surfing,Eric Geiselman,,21.0,Unknown,Male
2009.10.30,Morning,30-Oct-2009,2009.0,Boating,AUSTRALIA,N,"No injury, shark bit kayak",Victoria,Portland,Kayaking,Rhys Gadsden,,27.0,"White shark, 4m",Male
2009.10.29.R,Unknown,Reported 29-Oct-2009,2009.0,Unprovoked,MOZAMBIQUE,N,Left ankle & foot bitten,Inhambane Province,Off Vilanculo,Spearfishing,Mark Rogotzki,,24.0,Zambesi shark,Male
2009.10.28,Morning,28-Oct-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury, shark bit rear of paddleboard",New South Wales,Lennox Heads,Paddle-boarding,Zahli Lowe,,17.0,Unknown,
2009.10.24,Afternoon,24-Oct-2009,2009.0,Unprovoked,USA,N,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",California,"San Onofre, San Diego County",Surfing,Scott Barton,,24.0,Unknown,Male
2009.10.19,Morning,19-Oct-2009,2009.0,Unprovoked,USA,N,Bitten on upper right thigh & right ankle,Hawaii,"Kalama Park, Maui",Surfing,Scott Henrich,,54.0,6' to 8' shark,Male
2009.10.18,Evening,18-Oct-2009,2009.0,Unprovoked,PANAMA,N,Arm & torso bitten,Bocas,Playa La Cabaña,Wading,female,,10.0,Unknown,Female
2009.10.17,Afternoon,17-Oct-2009,2009.0,Provoked,SCOTLAND,N,15-20 puncture wounds to arm by captive shark PROVOKED INCIDENT,Fife,Deep Sea World Aquarium,Diving,male,,23.0,Angel shark,Male
2009.10.09,Morning,09-Oct-2009,2009.0,Unprovoked,USA,N,Laceration to shin of left leg,California,"San Onofre State Beach, San Diego County",Surfing,Bernard Wagor,,24.0,Unknown,Male
2009.10.02,Afternoon,02-Oct-2009,2009.0,Provoked,UNITED KINGDOM,N,Injury to forearm from shark's spine PROVOKED INCIDENT,Devon,Mewstone Rock,Fishing,male,,39.0,Spurdog,Male
2009.09.26,Afternoon,26-Sep-2009,2009.0,Unprovoked,USA,N,Laceration to right foot,Florida,"Key Colony Beach, Monroe County",Swimming,Daniel Callahan,,24.0,"Bull shark, 8'",Male
2009.09.12,Evening,12-Sep-2009,2009.0,Invalid,USA,Y,FATAL,North Carolina,"Corolla, Currituck County",Swimming,Richard A Snead,,60.0,Shark involvement prior to death not confirmed,Male
2009.09.07,Afternoon,07-Sep-2009,2009.0,Unprovoked,BRAZIL,Y,FATAL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl believed to be drowning",Geovanni Tiago Barbosa,,15.0,Unknown,
2009.09.01,Unknown,01-Sep-2009,2009.0,Provoked,SOLOMON ISLANDS,N,Injuries to face & neck PROVOKED INCIDENT,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",Fishing,male,,24.0,Unknown,Male
2009.08.30,Evening,30-Aug-2009,2009.0,Unprovoked,USA,N,No injury,California,"Huntington Beach, Orange County",Surfing,Cory Hedgepeth,,24.0,4' shark,Male
2009.08.29,Afternoon,29-Aug-2009,2009.0,Unprovoked,SOUTH AFRICA,Y,FATAL,Western Cape Province,Glentana,Surfing,Gerhard van Zyl,,25.0,White shark,Male
2009.08.25,Afternoon,25-Aug-2009,2009.0,Unprovoked,USA,N,Puncture wounds to left foot & calf,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,Bethany Edmund,,22.0,"White shark, 5' to 6' juvenile",Female
2009.08.11,Unknown,11-Aug-2009,2009.0,Unprovoked,SOUTH AFRICA,N,"No injury, shark bit bodyboard",KwaZulu-Natal,Alkantstrand,Body boarding,Jeandre Nagel,,24.0,"White shark, 2m",
2009.08.10,Evening,10-Aug-2009,2009.0,Unprovoked,USA,N,Puncture marks on left foot,Florida,"Ponce, Volusia County",Swimming,A visitor from Spain,,26.0,Unknown,
2009.08.06,Morning,06-Aug-2009,2009.0,Unprovoked,USA,N,"No injury, surfboard bitten",Hawaii,Kawa'a,Surfing,Dylan Crawford,,24.0,"Tiger shark, 12",Male
2009.08.01,Morning,01-Aug-2009,2009.0,Unprovoked,USA,N,Right ankle & foot bitten,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,"Chris Haynes, Jr.",,56.0,Bull shark?,Male
2009.07.31,Unknown,31-July-2009,2009.0,Unprovoked,BAHAMAS,N,Lacerations to calf,Abaco Islands,Spanish Cay,Spearfishing,Derek Mitchell,,14.0,Bull shark,Male
2009.07.30,Morning,30-Jul-2009,2009.0,Unprovoked,AUSTRALIA,N,Left forearm grazed & puncture marks in wetsuit,New South Wales,Broken Head,Surfing,Zac Skyring,,14.0,Unknown,
2009.07.29,Afternoon,29-Jul-2009,2009.0,Unprovoked,VIETNAM,N,Foot bitten,Binh Dinh Province,Quy Nhon,Swimming,Hoang Thi Thuy Hong,,41.0,Unknown,Male
2009.07.24.R,Unknown,Reported 24-Jul-2009,2009.0,Unprovoked,KENYA,Y,FATAL,Mombasa,Likoni Channel,Washing his feet,male,,24.0,Unknown,Male
2009.07.24.b,Afternoon,24-Jul-2009,2009.0,Unprovoked,USA,N,Lacerations to anterior left lower leg,Texas,South Padre Island,Wading,Deidre Casas,,14.0,Unknown,Female
2009.07.22.b,Afternoon,22-Jul-2009,2009.0,Unprovoked,USA,N,Laceration to left foot,North Carolina,Holden Beach. Brunswick County,Swimming,Julia Anne Mittleberg,,26.0,Unknown,Female
2009.07.22.a,Afternoon,22-Jul-2009,2009.0,Unprovoked,USA,N,Laceration to lower right leg,Florida,"Intracoastal Waterway, St. Petersburg",Swimming,Jenna James,,19.0,Unknown,Female
2009.07.18,Unknown,18-Jul-2009,2009.0,Unprovoked,VIETNAM,N,Severe bite to right leg,Binh Dinh Province,Quy Nhon,Swimming,Nguyen Quang Huynh,,57.0,Unknown,
2009.07.11.a,Morning,11-Jul-2009,2009.0,Unprovoked,USA,N,"No injury, shark collided with surfer & board",California,"San Onofre, San Diego County",Paddle-surfing,Brian Hovnanian,,24.0,5' shark,Male
2009.07.07,Morning,07-Jul-2009,2009.0,Unprovoked,SOUTH AFRICA,N,Leg bitten,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,Paul Buckley,,37.0,Unknown,Male
2009.07.05,Afternoon,05-Jul-2009,2009.0,Unprovoked,USA,N,Right ankle bitten,Florida,"Daytona Beach, Volusia County",Boogie Boarding,female,,12.0,Unknown,Female
2009.07.04,Unknown,04-Jul-2009,2009.0,Provoked,USA,N,Thigh injured by hooked shark PROVOKED INCIDENT,Florida,"Biscayne National Park, Miami",Swimming,Carmen Dominguez,,43.0,"Nurse shark, 6'",Female
2009.06.27,Morning,27-Jun-2009,2009.0,Unprovoked,AUSTRALIA,N,2-inch laceration to upper left arm,New South Wales,"Seven Mile Beach, Gerroa",Surfing,Les Wade,,52.0,"Thought to involve a Bronze whale shark, 2m",Male
2009.06.21,Unknown,21-Jun-2009,2009.0,Invalid,USA,Unknown,Puncture wounds to foot,California,"Shell Beach, San Luis Obispo County",Surfing,male,,26.0,Shark involvement not confirmed,Male
2009.06.16,Afternoon,16-Jun-2009,2009.0,Invalid,USA,Unknown,2-inch laceration to upper left arm,Florida,"Melbourne Beach, Brevard County",Crawling,Kevin Crowley,,14.0,"Shark involvement probable, but not confirmed",Male
2009.06.02.b,Unknown,02-Jun-2009,2009.0,Unprovoked,EGYPT,N,Lacerations to left hand,St. Johns Reef,Habili Gafar,Scuba diving,"Nil, a dive guide",,24.0,Oceanic whitetip shark,
2009.06.02.a,Unknown,02-Jun-2009,2009.0,Unprovoked,EGYPT,N,3 cm laceration to shoulder,St. Johns Reef,Habili Gafar,Scuba diving,"Luc, a Belgian diver",,24.0,Oceanic whitetip shark,
2009.06.01,Morning,01-Jun-2009,2009.0,Unprovoked,EGYPT,Y,FATAL,St. Johns Reef,Habili Gafar,Snorkeling,Katrina Tipio,,50.0,"Oceanic whitetip shark, 2.5 to 3m",Female
2009.05.31,Evening,31-May-2009,2009.0,Provoked,TAIWAN,N,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13,Fishing,Zhang Sanqian,,46.0,80 kg shark,
2009.05.25,Evening,25-May-2009,2009.0,Provoked,USA,N,Right foot bitten,Florida,"Clearwater Beach, Pinellas County",Swimming,Dana Joseph,,24.0,5' to 8' shark,Female
2009.05.17,Morning,17-May-2009,2009.0,Unprovoked,USA,N,Lacerations to left leg & foot,Florida,"New Smyrna Beach, Volusia County",Surfing,Nolan Provido,,31.0,blacktip or spinner shark,Male
2009.05.16.b,Morning,16-May-2009,2009.0,Unprovoked,USA,N,Lacerations to right foot,Florida,"New Smyrna Beach, Volusia County",Surfing,Bryan Heath,,49.0,blacktip or spinner shark,Male
2009.05.16.a,Morning,16-May-2009,2009.0,Unprovoked,USA,N,Lacerations to right hand,Florida,"New Smyrna Beach, Volusia County",Surfing,David Bryant,,55.0,blacktip or spinner shark,Male
2009.05.12,Afternoon,12-May-2009,2009.0,Provoked,GUAM,N,Speared shark bit his forearm PROVOKED INCIDENT,North Region,Ritidian Point,Spearfishing,Jonathan Leon Guerrero,,27.0,"Blacktip shark, 4'",Male
2009.04.25.R,Morning,Reported 25-Apr-2009,2009.0,Unprovoked,USA,N,No injury,California,"San Onofre State Beach, San Diego County",Surfing,Drew Senner,,24.0,Unknown,Male
2009.04.21,Afternoon,21-Apr-2009,2009.0,Unprovoked,USA,N,3 puncture wounds to posterior right ankle,Florida,"New Smyrna Beach, Volusia County",Surfing,male,,20.0,Unknown,Male
2009.04.20,Evening,20-Apr-2009,2009.0,Unprovoked,PHILIPPINES,N,Legs bitten,Batangas province,Mabini,Swimming,Gerald Perez,,23.0,Unknown,Male
2009.04.19,Afternoon,19-Apr-2009,2009.0,Unprovoked,USA,N,Left foot bitten,Florida,"Carlin Park, Jupiter Inlet",Surfing,Bruce Klinker,,52.0,Unknown,Male
2009.04.17.,Afternoon,17-Apr-2009,2009.0,Unprovoked,USA,N,Laceration to forearm,Florida,"Walton Rocks, St Lucie County",Surfing,Alexander Wagner,,31.0,2' to 3' shark,Male
2009.04.11,Unknown,11-Apr-2009,2009.0,Invalid,USA,Unknown,Missing,Hawaii,Kona,Spearfishing,Paolo Dominici,,49.0,Shark involvement not confirmed,Male
2009.04.12,Morning,12-Apr-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury, catapulted into the water & ski damage",New South Wales,Fingal Bay,Surf skiing,Heath Milne,,40.0,2' to 3' shark,Male
2009.04.06.b,Morning,06-Apr-2009,2009.0,Invalid,SOUTH AFRICA,Unknown,Body not recovered,KwaZulu-Natal,Umtentweni,Swimming,Odwa Hlanganisela,,24.0,Shark involvement not confirmed,
2009.04.06.a,Morning,06-Apr-2009,2009.0,Unprovoked,USA,N,Shark struck him but the diver was not injured,California,San Diego County,Spearfishing,"Raymundo Ayus, Jr.",,24.0,"White shark, 12' to 15' female",
2009.04.03,Afternoon,03-Apr-2009,2009.0,Unprovoked,USA,N,Lacerations to right foot and ankle,Florida,"Sanibel Island, Lee County",Wading,Jack May,,15.0,Unknown,Male
2009.03.27,Unknown,27-Mar-2009,2009.0,Provoked,SOUTH AFRICA,N,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing,Tony Dell,,59.0,Raggedtooth shark,Male
2009.03.21,Afternoon,21-Mar-2009,2009.0,Unprovoked,SOUTH AFRICA,Y,FATAL,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,Luyolo Mangele,,16.0,Unknown,
2009.03.20,Evening,20-Mar-2009,2009.0,Unprovoked,AUSTRALIA,N,"Laceration to right foot, puncture wounds to calf",New South Wales,Blue Bay,Surfing,Calvin Galbraith,,17.0,Bronze whaler shark?,Male
2009.03.19.b,Morning,19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury, shark damaged surfboard",New South Wales,South Broulee,Surfing,male,,24.0,Unknown,Male
2009.03.19.a,Morning,19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury, shark bit nose of surfboard",New South Wales,Bateman's Bay,Surfing,Bernadette Davis,,24.0,Unknown,Female
2009.03.18.a,Afternoon,18-Mar-2009,2009.0,Unprovoked,USA,N,Minor bite to ankle,Florida,"Ponce Inlet, Volusia County",Surfing,female,,17.0,3' to 4' shark,Female
2009.03.17.R,Unknown,Reported 17-Mar-2009,2009.0,Unprovoked,MALAYSIA,N,Minor injury,Strait of Malacca,Pulau Payar Island,Feeding fish,female,,24.0,Blacktip reef shark pup,Female
2009.03.17,Evening,17-Mar-2009,2009.0,Unprovoked,USA,N,"Minor injury, bite chest and left calf",Hawaii,Alenuihaha Channel,Swimming,Mike Spaulding,,61.0,Thought to involve a cookie cutter shark,Male
2009.03.16.R,Unknown,Reported 16-Mar-2009,2009.0,Provoked,AUSTRALIA,N,Thigh bitten when he trod on the shark PROVOKED INCIDENT,Western Australia,"The Natural Jetty, Rottnest Island",Wading,male,,21.0,"Wobbegong shark, 60cm",Male
2009.03.06,Morning,06-Mar-2009,2009.0,Unprovoked,NEW CALEDONIA,Y,FATAL,South Province,Bourail,Surfing,Kevin Hannecart,,19.0,Unknown,Male
2009.03.02,Afternoon,02-Mar-2009,2009.0,Provoked,SOUTH AFRICA,N,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,Western Cape Province,Off Cape Point,Fishing,Gabriel Fernandez,,40.0,"Blue shark, 1m",Male
2009.03.01.b,Unknown,01-Mar-2009,2009.0,Boatomg,NEW ZEALAND,N,"No injury to occupants, shark bit propeller",North Island,Taranaki,Fishing,"boat, occupants: Boyd Rutherford & Hamish Roper",,24.0,Unknown,
2009.03.01.a,Morning,01-Mar-2009,2009.0,Unprovoked,AUSTRALIA,N,Lacerations to leg,New South Wales,Avalon,Surfing,Andrew Lindop,,15.0,2.6 m shark,Male
2009.02.22,Morning,22-Feb-2009,2009.0,Unprovoked,AUSTRALIA,N,Severe laceration to finger,Queensland,Batt Reef,Fishing,male,,24.0,Unknown,Male
2009.02.18,Afternoon,18-Feb-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury to surfer, but the nose of his board was broken",New South Wales,"Shelly Beach, near Port Macquarie",Surfing,Glen Lockery,,24.0,Unknown,Male
2009.02.12,Evening,12-Feb-2009,2009.0,Unprovoked,AUSTRALIA,N,Severe injury to hand,New South Wales,"Bondi Beach, Sydney",Surfing,Glen Orgias,,33.0,"White shark, 2.5m",Male
2009.02.11,Unknown,11-Feb-2009,2009.0,Unprovoked,AUSTRALIA,N,Severe injuries to right hand & right thigh. Right hand surgically amputated & his right leg a week later,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",Paul Degelder,,31.0,"Bull shark, 2.7 m",Male
2009.02.08,Unknown,08-Feb-2009,2009.0,Sea Disaster,USA,Y,It is probable that all 5 passengers died on impact. The body of one was scavenged by a shark,Puerto Rico,Quebradillas,Air Disaster,occupant of a Cessna 206,,24.0,Unknown,
2009.02.07.b,Morning,07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury, surfboard dented",New South Wales,Cellito Beach,Surfing,Durwin Keg,,41.0,"White shark, 12'",Male
2009.02.07.a,Morning,07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,N,"No injury, flung from surfboard by the shark",New South Wales,Sandon,Surfing,Joe Kennard,,24.0,Unknown,Male
2009.01.25,Morning,25-Jan-2009,2009.0,Unprovoked,CUBA,N,Severe lacerations to lower left leg,Guantanamo Province,Guantanamo Bay,Spearfishing,John Emory,,15.0,Bull shark,Male
2009.01.24.c,Evening,24-Jan-2009,2009.0,Boat,NEW ZEALAND,N,"No injury to occupant, shark removed small auxiliary outboard motor",North Island,Alderman Islands,Fishing,7.2 m boat. Occupant Kelvin Travers,,24.0,Unknown,
2009.01.24.b,Afternoon,24-Jan-2009,2009.0,Unprovoked,AUSTRALIA,N,Hand injured,New South Wales,"Surf Beach, Batemans Bay",Swimming,Jeremy McDonagh,,19.0,Unknown,Male
2009.01.24.a,Afternoon,24-Jan-2009,2009.0,Unprovoked,SOUTH AFRICA,Y,FATAL,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,Sikhanyiso Bangilizwe,,25.0,Tiger shark,
2009.01.23,Unknown,23-Jan-2009,2009.0,Invalid,BRAZIL,Unknown,"Drowned, body scavenged by shark",Maranhão,Olho d'Água,Swimming,Luciano Guimarães dos Santos,,17.0,Invalid,Male
2009.01.18,Morning,18-Jan-2009,2009.0,Boat,AUSTRALIA,N,"No injury to occupants, shark bit propeller",Victoria,Off Tower Hill,Fishing,Occupants: Scott & John Fulton,,24.0,"White shark, 5.5 m",
2009.01.16,Unknown,16-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,N,"No injury, bumped off board by the shark",South Island,Karitane Beach,Surfing,Tane Tokona,,24.0,Unknown,Male
2009.01.12,Morning,12-Jan-2009,2009.0,Unprovoked,AUSTRALIA,N,Puncture wounds to right calf,New South Wales,"Windang, Lake Illawara",Snorkeling,Steven Fogarty,,24.0,"Dusky shark, 2m",Male
2009.01.11.b,Afternoon,11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,N,Severe lacerations to right leg,Tasmania,Binalong Bay,Surfing,Hannah Mighall,,13.0,"White shark, 5m",Female
2009.01.11.a,Morning,11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,N,Left thigh severely bitten,New South Wales,Fingal Beach,Surfing,Jonathan Beard,,31.0,"White shark, 3.5m",Male
2009.01.10.R,Unknown,10-Jan-2009,2009.0,Boat,NEW ZEALAND,N,"No injury to occupants, shark hit boat & bit outboard motor",North Island,Hawkes Bay,Fishing,Bry & David Mossman & 2 friends,,24.0,"Mako shark, 3m",
2009.01.10.a,Unknown,10-Jan-2009,2009.0,Unprovoked,ECUADOR,N,Right lower leg bitten & defense wounds to hand,Galapagos Islands,Isla Isabella,Surfing,Gonzalo Vásquez Alcívar,,22.0,Unknown,Male
2009.01.06,Afternoon,06-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,N,Posterior thigh bitten,North Island,Haumoana,Swimming,Greg Sims,,49.0,Broadnose sevengill shark,Male
2009.01.00,Unknown,Jan-2009,2009.0,Unprovoked,CUBA,N,Lacerations to right calf,Guantanamo Province,Guantanamo,Spearfishing,John,,24.0,Bull shark,Male
2008.12.30,Morning,30-Dec-2008,2008.0,Invalid,AUSTRALIA,Unknown,"Reports said a shark attacked the dinghy, but Vickery said it did not",Western Australia,Port Kennedy Beach,Crabbing,5 m aluminum dinghy - occupants Mr. & Mrs. Paul Vickery,,24.0,No shark involvement,
2008.12.27.d,Unknown,27-Dec-2008,2008.0,Boating,AUSTRALIA,N,No injury to occupants - shark became entangled in aft rudder,Tasmania,near Schouten Island,Yacht race,Wild Oats XI,,24.0,2 m shark,
2008.12.27.c,Unknown,27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,N,"No injury, shark tore his swim fin",New South Wales,Seal Rocks,Boogie Boarding,Bayden Schumann,,10.0,Unknown,
2008.12.27.b,Morning,27-Dec-2008,2008.0,Boating,AUSTRALIA,N,"No injury, shark struck kayak, catapulting him into the water",New South Wales,"Long Reef, north of Sydney",Kayaking,Steve Kulcsar,,29.0,"White shark, 4m to 5m",Male
2008.12.27.a,Morning,27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,Y,FATAL,Western Australia,Port Kennedy Beach,Snorkeling,Brian Guest,,51.0,4 to 5m white shark,Male
2008.12.20,Afternoon,20-Dec-2008,2008.0,Boating,USA,N,"No injury, shark struck paddle",California,"Dillon Beach, Marin County",Kayaking,Tony Johnson,,24.0,White shark,Male
2008.12.14,Unknown,14-Dec-2008,2008.0,Unprovoked,NEW ZEALAND,N,Lacerations to left calf and ankle,North Island,Maraetai,Fishing,Ken Lindberg,,24.0,Bronze whaler shark?,Male
2008.12.10,Evening,10-Dec-2008,2008.0,Provoked,SOUTH AFRICA,N,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT",Western Cape Province,Plettenberg Bay,Fishing,Luke Parker,,15.0,"Raggedtooth shark, 2m",Male
2008.12.06,Morning,06-Dec-2006,2008.0,Boating,AUSTRALIA,N,Shark bit boats sea anchor,New South Wales,Mowarry Point,Fishing,"6 m Seaduce - Occupants: Allen Roberts, Jason Savage & Rob Lindsay.",,24.0,"White shark, 4.5 to 5 m",
2008.12.00,Unknown,Dec-2008,2008.0,Unprovoked,MOZAMBIQUE,Y,FATAL,Inhambane Province,Chidenguele,Spearfishing,Darryl Kriel,,24.0,Zambesi shark?,Male
2008.11.28,Morning,28-Nov-2008,2008.0,Unprovoked,EGYPT,N,Lacerations to fingers,Red Sea,Elphinstone Reef,Scuba diving,female diver,,24.0,Oceanic whitetip shark,
